position,name,combineyear,heightwoshoes,heightwshoes,weight,wingspan,reach,bodyfat,handlength,handwidth,nostepvert,nostepvertreach,maxvert,maxvertreach,bench,agility,sprint,rank,drafted,year,age,games,gamesstarted,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspct,efgpct,ftr,threepar,orbpct,drbpct,trbpct,astpct,stlpct,blkpct,tovpct,usgpct,ortg,drtg,ows,dws,ws,wsp48
,Geoff McDermott,2009,78,79.5,233,85,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Gerald Henderson,2009,76,77,215,82.25,102.5,4.4,,,31.5,134,35,137.5,8,11.17,3.14,,12,1981,25,82,10,1608,261,579,0.451,1,16,0.063,260,563,0.462,113,157,0.72,43,89,132,213,79,12,160,177,636,10.4,0.491,0.452,0.271,0.028,3.2,6.1,4.7,17.8,2.3,0.4,19.8,20.5,94,105,-0.6,1.8,1.3,0.037
G,Gerald Henderson,2009,76,77,215,82.25,102.5,4.4,,,31.5,134,35,137.5,8,11.17,3.14,,12,2011,23,68,30,1661,259,570,0.454,7,36,0.194,252,534,0.472,128,163,0.785,49,158,207,101,50,32,64,118,653,13.2,0.509,0.461,0.286,0.063,3.5,11.6,7.5,10.7,1.6,1.6,9.1,19.9,104,109,0.9,1.4,2.4,0.068
,Gerard Coleman,2009,,77,168,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Giogos Bogris,2009,81,82.25,340,83.5,108,,,,22,130,28,136,,,3.79,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hailovic Miralem,2009,80.25,81,201,83,106,,,,27,133,0,,,,3.55,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harry Ezenibe,2009,73.5,74.75,188,80.75,100,,,,31,131,36,136,,,3.53,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Hasheem Thabeet,2009,85.25,86.5,267,90.25,113,6.7,,,,,,,,,,,2,2011,23,47,0,373,17,40,0.425,0,0,,17,40,0.425,19,35,0.543,24,51,75,4,9,16,17,76,53,4.7,0.478,0.425,0.875,0,7.6,16.5,12,1.4,1.3,3.5,23.5,8.7,91,105,-0.2,0.5,0.3,0.043
,Henk Norel,2009,83,83.75,236,85,110,,,,24,134,27,137,,,4.01,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hristo Zahariev,2009,75.75,76.5,201,81.6,102,,,,24,126,29,131,,,3.81,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah Epps,2009,,71.5,159,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JT Terrell,2009,,75,165,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jack McClinton,2009,71.75,72.75,185,74.5,96,6.2,,,30,126,36.5,132.5,13,10.44,3.21,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaka Klobucar,2009,76.5,77.5,188,75.75,100,,,,27,127,29,129,,,3.55,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamail Jones,2009,,78,200,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,James Harden,2009,76,77.25,222,82.75,103.5,10.1,,,31.5,135,37,140.5,17,11.1,3.13,,3,2011,21,82,5,2189,298,684,0.436,113,324,0.349,185,360,0.514,289,343,0.843,42,213,255,176,92,24,106,207,998,16.4,0.598,0.518,0.501,0.474,2.3,11,6.8,12.8,2.2,0.8,11.3,19.5,119,108,5,2.1,7.1,0.156
F,James Johnson,2009,79,79.75,257,84.75,105.5,12,,,30.5,136,35,140.5,18,11.21,3.23,,18,2011,23,38,25,822,108,237,0.456,8,34,0.235,100,203,0.493,47,71,0.662,37,105,142,89,33,37,64,95,271,12.6,0.505,0.473,0.3,0.143,5.2,15.4,10.2,16.4,2.1,3.4,19.3,18.2,97,108,-0.1,0.8,0.6,0.036
,Jason Morris,2009,,76,204,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jayson Granger,2009,74.25,75.5,200,79,99,,,,28,127,31,130,,,3.6,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jeff Adrien,2009,77.25,78.5,236,86,107.5,7.9,,,27.5,135,31.5,139,16,11.34,3.32,,No,2012,25,8,0,63,7,16,0.438,0,0,,7,16,0.438,7,12,0.583,5,17,22,1,0,2,2,13,21,11.2,0.493,0.438,0.75,0,9.1,31.6,20.3,2.4,0,2.4,8.6,16.8,106,103,0.1,0.1,0.1,0.106
,Jeff Pendergraph,2009,80.75,82,240,85,107,5.5,,,31,138,35,142,15,11.98,3.14,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jeff Teague,2009,72.25,73.5,175,79.5,98.5,4.5,,,30.5,129,36.5,135,13,11.05,3.18,,20,2011,22,70,7,963,133,304,0.438,18,48,0.375,115,256,0.449,77,97,0.794,11,91,102,138,45,25,64,82,361,14.6,0.521,0.467,0.319,0.158,1.4,11.3,6.4,23.3,2.5,2,15.6,20.3,102,105,0.4,1.2,1.7,0.083
,Jelan Kendrick,2009,,78.5,186,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jerel McNeal,2009,73.5,75,190,79.25,99.5,5.4,,,31.5,131,36.5,136,10,10.61,3.25,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jermaine Taylor,2009,75.5,76.75,207,80.75,101,5.8,,,34,135,37.5,138.5,16,11.54,3.32,,32,2011,24,34,8,483,94,196,0.48,14,45,0.311,80,151,0.53,21,28,0.75,26,36,62,32,14,5,46,39,223,12.2,0.535,0.515,0.143,0.23,6,8.7,7.3,11.1,1.5,0.7,18.1,22.9,97,111,-0.1,0.3,0.1,0.014
,Jimmy Baron,2009,75.5,76.75,193,77,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jodie Meeks,2009,75,76,211,76.5,98,8,,,28.5,126.5,37,135,14,10.96,3.1,,44,2011,23,74,64,2062,242,570,0.425,138,348,0.397,104,222,0.468,152,170,0.894,21,150,171,78,63,4,60,97,774,12.6,0.6,0.546,0.298,0.611,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,116,108,3.2,1.9,5.1,0.12
,Joe Ingles,2009,79.75,80.25,209,82.25,105,10.1,,,26,131,31,136,3,10.66,3.3,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johannes Lischka,2009,78.25,79.5,241,81,103,,,,24,127,27,130,,,3.87,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Bryant,2009,83.25,84.25,286,88.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jon Brockman,2009,79,80,252,79.75,,,,,,,,,,,,,38,2011,23,63,6,677,48,94,0.511,0,0,,48,94,0.511,40,59,0.678,74,110,184,18,14,3,24,119,136,9.6,0.567,0.511,0.628,0,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10,117,103,0.8,1,1.9,0.132
,Jonathan Cox,2009,81,82.5,227,83,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jonny Flynn,2009,71.25,72.75,196,76,95.5,6.3,,,33,128.5,40,135.5,10,10.86,3.23,,10,2011,21,53,8,983,108,296,0.365,31,100,0.31,77,196,0.393,32,42,0.762,12,65,77,182,34,3,113,58,279,7.1,0.444,0.417,0.142,0.338,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,85,114,-1.6,0.2,-1.3,-0.064
F,Jordan Hill,2009,81.25,82.25,232,85.5,108,6,,,31,139,35,143,11,12.23,3.3,,5,2011,23,72,11,1125,173,352,0.491,0,2,0,173,350,0.494,60,85,0.706,128,178,306,29,14,52,62,157,406,13,0.521,0.491,0.241,0.006,12.9,18,15.4,4,0.6,3.2,13.7,17.7,105,108,0.8,1,1.8,0.079
G,Josh Akognon,2009,70,71,188,78.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Bostic,2009,76.5,76.75,227,83.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Carter,2009,78.25,79,195,83.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Heytvelt,2009,82,83,246,85.25,108,10.8,,,28.5,136.5,34,142,15,11.67,3.38,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Jrue Holiday,2009,75.25,76.25,199,79,100.5,6.3,,,28.5,129,34,134.5,6,10.64,3.21,,13,2011,20,82,82,2901,446,999,0.446,81,222,0.365,365,777,0.47,172,209,0.823,68,264,332,531,120,29,218,203,1145,15.4,0.525,0.487,0.209,0.222,2.7,10.5,6.6,29,2.2,0.8,16.7,20.8,104,106,2.2,3.5,5.7,0.094
,Justin Martin,2009,,78,191,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juwan Staten,2009,,70.5,169,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K.C. Rivers,2009,76,77,211,81,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kahiem Seawright,2009,78.25,79.5,236,84.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kalin Lucas,2009,,72.5,186,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keala King,2009,,77.5,180,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenny Hasbrouck,2009,74.75,76,191,76.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korvotney Barber,2009,78.5,79.25,226,86.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle McAlarney,2009,71.75,73,189,76.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawrence Hill,2009,79.25,80.75,223,86.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawrence Kinnard,2009,78,79.5,201,82.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lee Cummard,2009,77.5,79,175,79,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leo Lyons,2009,81,81.75,240,82.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lewis Clinch,2009,74.5,76,198,79.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lorrenzo Wade,2009,77.5,78.75,217,84.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Luigi Datome,2009,79.5,80.75,203,82.25,106,,,,26,132,29,135,,,3.91,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malcolm Gilbert,2009,,83,214,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Marcus Cousin,2009,82.5,83.75,248,86,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Marcus Landry,2009,78.5,80,219,81,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Marcus Thornton,2009,74.75,75.75,194,77,99,4.8,,,31,130,33,132,14,10.73,3.28,,26,2011,23,73,23,1775,350,807,0.434,88,240,0.367,262,567,0.462,145,184,0.788,61,197,258,135,64,9,93,110,933,16.5,0.525,0.488,0.228,0.297,4,13.3,8.6,13.2,1.9,0.4,9.5,24.9,106,108,1.9,1.6,3.5,0.095
,Markus Kennedy,2009,,80.5,268,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matt Bouldin,2009,,77,224,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Micah Downs,2009,80.25,81,197,81.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Bramos,2009,76.5,78,215,83.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Gbinije,2009,,78,194,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moses Morgan,2009,,77,208,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Nando De Colo,2009,76.25,77,186,77.5,99,,,,0,,0,,,,3.67,,No,2014,26,47,3,494,64,153,0.418,18,53,0.34,46,100,0.46,31,35,0.886,14,59,73,65,22,6,35,48,177,13.1,0.526,0.477,0.229,0.346,3.3,13.3,8.4,19.7,2.3,0.9,17.2,18.6,103,103,0.3,0.7,1,0.1
,Nate Lubick,2009,,80.5,222,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nemanja Aleksandrov,2009,82.25,83.5,223,82.75,107,,,,24,131,29,136,5,,3.75,81,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nemanja Gordic,2009,74.25,75.75,194,77,99,,,,24,123,32,131,,,3.67,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nikolas Pappas,2009,75,76.25,206,78.5,100,,,,20,120,31,131,,,3.73,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Omri Casspi,2009,79.75,81.25,211,81.25,106.5,8.6,,,25.5,132,32.5,139,2,11.15,3.28,,37,2011,22,71,27,1702,225,546,0.412,92,247,0.372,133,299,0.445,68,101,0.673,74,233,307,74,54,13,68,115,610,11.7,0.517,0.496,0.185,0.452,4.8,16,10.3,6.6,1.6,0.6,10.3,16.7,106,109,1.1,1.3,2.5,0.069
,Pablo Aguilar,2009,80,81,212,85,108,,,,26,134,32,140,,,3.74,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Patrick Beverley,2009,72.25,73.5,179,78.5,98,,,,34,132,37,135,,,3.62,,No,2014,25,56,55,1751,199,481,0.414,92,255,0.361,107,226,0.473,83,102,0.814,72,124,196,151,77,23,66,174,573,12.4,0.545,0.509,0.212,0.53,4.9,7.4,6.2,12.8,2.2,1,11.2,14.8,115,108,2.7,1.6,4.2,0.116
G,Patrick Mills,2009,71.25,72.5,175,74,95,6.9,,,27.5,122.5,33,128,8,10.87,3.1,,30,2011,22,64,0,783,135,328,0.412,47,133,0.353,88,195,0.451,36,47,0.766,19,32,51,109,27,1,62,63,353,13,0.506,0.483,0.143,0.405,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,101,111,0.2,0.5,0.7,0.044
,Paul Delaney,2009,73.75,75,197,80.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ralston Turner,2009,,77.5,193,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Reggie Smith,2009,,73,175,76,,,,,,,,,,,,,,1994,23,43,9,316,29,72,0.403,0,0,,29,72,0.403,18,38,0.474,40,59,99,4,12,6,12,47,76,9.4,0.428,0.403,0.528,0,13.2,21.2,17.1,1.7,1.8,1.2,11.9,13,98,103,0,0.4,0.4,0.068
,Ricky Harris,2009,,73.5,191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robert Vaden,2009,77,78,215,80.25,101,6.2,,,26,127,29.5,130.5,10,11.97,3.4,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Rodrigue Beaubois,2009,73.25,74.25,182,81.75,100,7.9,,,29.5,129.5,39,139,3,10.49,3.15,,39,2011,22,28,26,496,94,223,0.422,25,83,0.301,69,140,0.493,23,30,0.767,7,45,52,64,20,8,47,76,236,11.4,0.5,0.478,0.135,0.372,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,93,105,-0.4,0.7,0.2,0.022
,Ron Steele,2009,73.5,74.5,194,76,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roscoe Smith,2009,,79.5,184,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rudy Jomby,2009,76.25,77.5,211,80.25,102,,,,30,132,37,139,,,3.45,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Russell Byrd,2009,,79,189,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Russell Hicks,2009,83.5,85.25,246,87,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryan Toolson,2009,75,76.25,187,75.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Sam Young,2009,77.25,78.75,223,82.75,105.5,4.9,,,27.5,133,33,138.5,,11.47,3.45,,25,2011,25,78,46,1577,233,494,0.472,17,50,0.34,216,444,0.486,89,116,0.767,40,147,187,71,68,23,61,120,572,12.5,0.525,0.489,0.235,0.101,3,11.2,7.1,6.9,2.3,1.2,10.1,17.3,106,106,1.1,1.8,2.9,0.088
,Scott Vandermeer,2009,83,85,257,85.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sergii Gladyr,2009,76.5,77.5,190,79,101,,,,31,132,32,133,,,3.3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stefan Markovic,2009,76.25,77.5,199,77.5,99,,,,27,126,31,130,,,3.53,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stefon Jackson,2009,76,77.25,177,77,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Stephen Curry,2009,74,75.25,181,75.5,97,5.7,,,29.5,126.5,35.5,132.5,10,11.07,3.28,,8,2011,22,74,74,2489,505,1053,0.48,151,342,0.442,354,711,0.498,212,227,0.934,52,234,286,432,109,20,226,233,1373,19.4,0.595,0.551,0.216,0.325,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,113,112,5.4,1.3,6.6,0.128
F,Taj Gibson,2009,80.5,81.75,214,88,109,6.6,,,25.5,134.5,30,139,12,11.56,3.41,,53,2011,25,80,19,1742,234,502,0.466,1,8,0.125,233,494,0.472,100,148,0.676,162,296,458,58,39,106,71,203,569,14.3,0.502,0.467,0.295,0.016,11.2,19.4,15.4,5.3,1.2,4.6,11.1,16.8,106,98,1.4,3.8,5.2,0.143
,Taran Buie,2009,,71.5,172,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Taylor Griffin,2009,79,80,231,82.5,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taylor Rochestie,2009,72.75,73.75,183,74,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terrence Oglesby,2009,73,74.25,188,73,93,,,,33,126,38,131,,,3.46,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Terrence Williams,2009,77,78.25,213,81,103.5,5.1,,,30.5,134,37,140.5,9,11.15,3.18,,16,2011,23,21,0,290,43,115,0.374,6,22,0.273,37,93,0.398,14,21,0.667,4,47,51,38,9,0,33,25,106,6.9,0.427,0.4,0.183,0.191,1.6,19.3,10.3,22,1.6,0,21,24.7,80,109,-0.8,0.2,-0.6,-0.096
,Thierno Niang,2009,70.25,71.26,188,75.75,95,,,,29,124,33,128,,,3.29,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Toney Douglas,2009,73,74,183,78,97.5,5.2,,,28,125.5,32.5,130,15,10.63,3.03,,36,2011,24,81,9,1971,314,755,0.416,143,383,0.373,171,372,0.46,85,107,0.794,65,179,244,244,89,4,89,177,856,15.2,0.534,0.511,0.142,0.507,3.7,10.5,7.1,19.5,2.3,0.1,10,20.1,111,111,3,1.2,4.2,0.101
,Tony Gaffney,2009,79.75,80.75,207,85.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travis Carroll,2009,,81,219,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trey Ziegler,2009,,77,183,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Ty Lawson,2009,71.25,72.5,197,72.75,94.5,6.6,,,29,123.5,36.5,131,14,10.98,3.12,,18,2011,23,80,31,2103,346,688,0.503,69,171,0.404,277,517,0.536,172,225,0.764,67,142,209,377,80,4,137,133,933,17.9,0.593,0.553,0.327,0.249,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,118,110,5.1,1.6,6.7,0.153
F,Tyler Hansbrough,2009,80.25,81.5,234,83.5,106,8.5,,,27.5,133.5,34,140,18,11.12,3.27,,22,2011,25,70,29,1535,285,613,0.465,0,2,0,285,611,0.466,197,253,0.779,145,221,366,41,37,15,76,160,767,16.4,0.529,0.465,0.413,0.003,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,109,107,2.2,1.6,3.8,0.118
,Tyler Smith,2009,77.25,78,212,81.75,104.5,7,,,29,133.5,33.5,138,10,10.69,3.24,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Tyreke Evans,2009,76,77.25,221,83.25,104,7.1,,,28.5,132.5,34,138,7,11.81,3.17,,6,2011,21,57,53,2107,382,933,0.409,43,148,0.291,339,785,0.432,205,266,0.771,46,229,275,319,85,30,184,143,1012,14.4,0.482,0.432,0.285,0.159,2.4,12.7,7.4,24.9,2,1,14.9,25.3,98,109,-0.1,1.7,1.6,0.036
,Tyrese Rice,2009,71.75,72.75,183,74.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uros Nikolic,2009,80.75,81.75,239,85,107,,,,25,132,32,139,,,3.86,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vaggelis Sakellariou,2009,75,75.75,201,75.5,98,,,,24,122,26,124,,,3.99,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vyacheslav Kravtsov,2009,79,80,235,86.5,111,,,,31,142,37,148,,,3.58,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Wayne Ellington,2009,76.25,77.25,202,78.5,100,5.5,,,31.5,131.5,38,138,13,11.14,3.2,,28,2011,23,62,8,1181,160,397,0.403,48,121,0.397,112,276,0.406,42,53,0.792,26,82,108,72,28,3,53,85,410,8.6,0.488,0.463,0.134,0.305,2.4,7.9,5.1,9.4,1.2,0.2,11.2,17.1,100,115,0.1,0.1,0.3,0.01
G,Wes Matthews,2009,76,77.25,220,80.25,,,,,,,,,,,,,No,1982,22,47,5,837,131,298,0.44,2,8,0.25,129,290,0.445,60,79,0.759,19,39,58,139,53,2,63,129,324,12.6,0.487,0.443,0.265,0.027,2.6,5.3,3.9,25.5,3.2,0.1,15.9,20.5,100,104,0.2,1.1,1.3,0.073
,Weyinmi Efejuku,2009,76.5,77.5,218,79.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wink Adams,2009,71.25,72.25,215,76.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A.J. Slaughter,2010,73,,174,76,96.25,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aaron Brown,2010,76,,201,82,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aaron Ross,2010,78,,220,83,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abdoulaye Mbaye,2010,72.83,74.41,212,77.95,98.03,,,,30.3,128.33,34.6,132.63,,,3.57,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Achcraf Yacoubou,2010,,77,203,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Achraf Yacoubou,2010,76,77,202,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adam Koch,2010,80,,229,84.25,105.75,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adjehi Baru,2010,81,,215,89,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
