position,name,combineyear,heightwoshoes,heightwshoes,weight,wingspan,reach,bodyfat,handlength,handwidth,nostepvert,nostepvertreach,maxvert,maxvertreach,bench,agility,sprint,rank,drafted,year,age,games,gamesstarted,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspct,efgpct,ftr,threepar,orbpct,drbpct,trbpct,astpct,stlpct,blkpct,tovpct,usgpct,ortg,drtg,ows,dws,ws,wsp48
,Ibrahim Jaaber,2007,74.25,75,174,80.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivan Harris,2007,78.5,79.75,210,84.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivan Radenovic,2007,81,82.75,226,83.75,106,9.8,,,23,129,28,134,7,11.61,3.6,76,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J.R. Reynolds,2007,72.5,74.75,188,75.25,95,8.2,,,27.5,122.5,34.5,129.5,15,11.69,3.24,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jahsha Bluntt,2007,75.75,76.5,214,79.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamaal Tatum,2007,72.75,74,166,74.75,93.5,5,,,28.5,122,33,126.5,7,11.51,3.22,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamar Wilson,2007,71.75,73,176,77.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,James Hughes,2007,82,83.25,211,87.75,111,3.5,,,31,142,33,144,8,13.31,3.37,71,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamon Gordon,2007,72.5,73.5,210,79.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jared Dudley,2007,77.75,79.25,219,79,102,7.1,,,28,130,32,134,14,11.32,3.45,44,22,2008,22,73,14,1384,163,348,0.468,9,41,0.22,154,307,0.502,87,118,0.737,121,165,286,81,55,10,50,128,422,13.6,0.528,0.481,0.339,0.118,10,13.8,11.9,9.3,2.1,0.5,11.1,14.9,112,109,1.8,1.1,2.9,0.1
,Jared Jordan,2007,72,73.75,183,72,94,7,,,14.5,108.5,28.5,122.5,6,11.02,3.39,75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jarrius Jackson,2007,72.25,73.5,191,77.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jason Cain,2007,80.75,81.5,219,83,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jason Smith,2007,82.75,83.5,233,82.75,106,7.5,,,33.5,139.5,37.5,143.5,15,10.96,3.29,8,20,2008,21,76,1,1107,141,310,0.455,4,14,0.286,137,296,0.463,54,82,0.659,77,153,230,20,22,50,48,142,340,10.7,0.491,0.461,0.265,0.045,8.2,16.6,12.3,2.8,1.1,3.6,12.2,16.1,101,106,0.2,1.4,1.5,0.067
G,Javaris Crittenton,2007,75,76.75,194,77.5,98,4.5,,,32.5,130.5,38,136,11,11.6,3.32,30,19,2008,20,50,0,679,98,233,0.421,10,37,0.27,88,196,0.449,72,104,0.692,27,83,110,51,19,2,55,47,278,11,0.499,0.442,0.446,0.159,4.5,13.7,9.1,11.7,1.4,0.2,16.5,21.8,95,111,-0.3,0.4,0.1,0.004
F,Jeff Green,2007,79.75,81.5,228,85.25,103,3.7,,,33.5,136.5,38,141,17,12,3.34,18,5,2008,21,80,52,2253,320,749,0.427,21,76,0.276,299,673,0.444,177,238,0.744,101,278,379,119,46,49,158,198,838,9.8,0.491,0.441,0.318,0.101,4.9,13.4,9.2,8.2,1,1.6,15.6,19.4,94,111,-1.3,1.5,0.2,0.003
,Jeremy Hunt,2007,74.75,76.75,198,80.25,101.5,5.2,,,30.5,132,33,134.5,10,12.11,3.29,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Jermareo Davidson,2007,81.5,83,230,88,109.5,6.9,,,27,136.5,30,139.5,7,12.63,3.53,77,36,2008,23,38,2,322,51,125,0.408,0,0,,51,125,0.408,18,28,0.643,21,41,62,13,7,15,17,46,120,9.8,0.437,0.408,0.224,0,7.5,14.7,11.1,6.9,1.1,3.5,11,21.9,90,109,-0.4,0.3,-0.1,-0.012
C,Joakim Noah,2007,82.5,84,223,85.25,106.5,4.8,,,32.5,139,37.5,144,12,11.79,3.47,43,9,2008,22,74,31,1534,177,367,0.482,0,1,0,177,366,0.484,134,194,0.691,174,242,416,84,68,64,89,173,488,15.5,0.539,0.482,0.529,0.003,12.4,18.4,15.3,8.6,2.3,3.3,16.4,15.6,109,104,1.5,2.3,3.8,0.12
F,Josh McRoberts,2007,80.75,82,240,85,106.5,13.7,,,27.5,134,31.5,138,12,11.7,3.47,58,37,2008,20,8,0,28,6,10,0.6,0,1,0,6,9,0.667,0,0,,2,8,10,2,1,0,2,1,12,20.3,0.6,0.6,0,0.1,8.4,33.5,21,13.7,2,0,16.7,20.3,107,102,0,0,0.1,0.131
F,Julian Wright,2007,78.5,80.5,211,86.25,108,6.1,,,28.5,136.5,33.5,141.5,2,11.48,3.36,66,13,2008,20,57,1,640,90,169,0.533,10,24,0.417,80,145,0.552,33,52,0.635,33,84,117,40,29,12,34,43,223,15.4,0.581,0.562,0.308,0.142,5.9,15.7,10.7,9.5,2.4,1.5,15.1,16.4,111,104,0.7,0.9,1.7,0.126
,Justin Cage,2007,76.5,77.5,229,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Doellman,2007,80.75,81.5,205,80.75,105,7,,,,,,,19,,,79,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kammron Taylor,2007,73.25,74.5,166,74.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Kevin Durant,2007,81,82.25,215,88.75,110,6.6,,,26,136,33.5,143.5,,12.33,3.45,78,2,2008,19,80,80,2768,587,1366,0.43,59,205,0.288,528,1161,0.455,391,448,0.873,70,278,348,192,78,75,232,122,1624,15.8,0.519,0.451,0.328,0.15,2.8,10.9,6.9,12,1.4,1.9,12.9,28.1,100,110,0.4,1.9,2.3,0.04
,Kevin Kruger,2007,72.75,73.75,185,70.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle Visser,2007,82,83.5,242,83,108,10.2,,,26,134,29,137,18,12.6,3.39,56,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lester Abram,2007,78.25,79.5,206,80.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loren Stokes,2007,73.75,75,161,76.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Major Wingate,2007,80.5,82.75,242,88,109,6.7,,,27.5,136.5,30.5,139.5,15,12.14,3.47,59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario Boggan,2007,77.5,79,240,86,107,9.2,,,24,131,26.5,133.5,12,12.18,3.45,69,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marko Lekic,2007,81.75,82.5,267,85,108.5,11.4,,,24,132.5,30.5,139,19,11.96,3.43,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Martin Samarco,2007,73.5,74.5,208,77.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Conley Jr,2007,71.75,72.75,175,77.75,94.5,4.2,,,35.5,130,40.5,135,13,11.63,3.09,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Jones,2007,75.5,77,196,81.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mohamed Abukar,2007,81.25,82.5,210,81.5,103,8.9,,,30.5,133.5,35,138,15,11.78,3.37,34,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Mustafa Shakur,2007,75,76.5,185,77.5,99,4.6,,,28.5,127.5,35,134,11,11.82,3.27,39,No,2011,26,22,0,159,21,59,0.356,1,10,0.1,20,49,0.408,8,15,0.533,7,15,22,25,5,3,18,15,51,6.8,0.389,0.364,0.254,0.169,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,79,112,-0.5,0.1,-0.4,-0.112
,Nate Funk,2007,74.25,75.25,194,78.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Nick Young,2007,77,78.75,206,84,100.5,6.8,,,39.5,140,40.5,141,6,11,3.25,12,16,2008,22,75,2,1158,210,478,0.439,40,100,0.4,170,378,0.45,101,124,0.815,23,92,115,63,35,7,94,130,561,11.6,0.527,0.481,0.259,0.209,2.3,9.6,5.8,9.6,1.6,0.5,15,24.9,98,112,-0.1,0.6,0.4,0.017
F,Nicolas Batum,2007,,79.75,214,84.75,104.75,,,,,,,,,,,,25,2009,20,79,76,1454,161,361,0.446,62,168,0.369,99,193,0.513,42,52,0.808,84,136,220,74,50,40,50,139,426,12.9,0.555,0.532,0.144,0.465,7,11.8,9.4,7.8,1.9,2.2,11.5,14,117,107,2.1,1.6,3.7,0.123
,Petteri Koponen,2007,,75.75,194,77.5,97,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quinton Hosley,2007,77.5,79.75,215,83.25,105,5.7,,,28.5,133.5,34,139,12,12.47,3.32,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Ramon Sessions,2007,74,75.75,185,76.25,97.5,6.2,,,29.5,127,33.5,131,8,11.65,3.27,47,56,2008,21,17,7,450,51,117,0.436,3,7,0.429,48,110,0.436,32,41,0.78,8,50,58,127,17,3,36,26,137,16.2,0.507,0.449,0.35,0.06,2,13.6,7.6,43.5,2,0.5,21,17.1,109,113,0.5,0.2,0.7,0.077
,Rashad Jones-Jennings,2007,78.75,79.5,235,84,105.5,5.9,,,25,130.5,30,135.5,20,12.18,3.29,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rashaun Freeman,2007,79,80.25,246,84,104,11.5,,,28,132,32,136,20,11.43,3.41,23,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Renaldas Seibutis,2007,76.75,77.75,185,80.75,101,6.1,,,24,125,32.5,133.5,1,11.33,3.39,73,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reyshawn Terry,2007,78.75,79.5,222,82,103.5,8.9,,,31,134.5,37.5,141,18,11.76,3.26,11,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Rodney Stuckey,2007,75.75,76.5,207,79.25,100.5,6.1,,,30.5,131,35,135.5,14,11.34,3.11,10,15,2008,21,57,2,1081,153,382,0.401,3,16,0.188,150,366,0.41,127,156,0.814,32,97,129,160,49,6,78,113,436,13.8,0.484,0.404,0.408,0.042,3.5,10.8,7.1,23.9,2.5,0.4,14.8,23.1,101,103,0.4,1.6,2,0.09
,Romeo Travis,2007,77,78,221,81.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ron Lewis,2007,74.75,76.5,194,78.5,99,4.5,,,33,132,38,137,16,11.59,3.22,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Russell Carter,2007,75.75,76.5,224,80.25,97.5,6,,,33,130.5,38.5,136,25,11.61,3.29,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryvon Covile,2007,80,80.5,249,86,107.5,8,,,25,132.5,30.5,138,19,12.52,3.37,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sammy Mejia,2007,77.5,79,218,83,105,8.3,,,27,132,31.5,136.5,7,11.87,3.49,70,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sean Marshall,2007,76.5,77.5,220,82.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Spencer Hawes,2007,82.5,84.75,244,84.5,110,13,,,26,136,29,139,9,11.88,3.51,72,10,2008,19,71,8,931,146,318,0.459,4,21,0.19,142,297,0.478,38,58,0.655,68,162,230,44,14,40,56,128,334,11.6,0.486,0.465,0.182,0.066,8.8,20.1,14.6,7.7,0.8,3.3,14,19.2,97,109,-0.2,0.8,0.6,0.033
F,Stephane Lasme,2007,78.5,79,218,86.75,107,4.9,,,29.5,136.5,36,143,17,11.73,3.22,13,No,2008,25,16,4,303,32,71,0.451,0,0,,32,71,0.451,19,32,0.594,26,27,53,3,13,22,15,35,83,11.7,0.488,0.451,0.451,0,10.1,10.8,10.5,1.6,2.3,5.8,15,15.6,96,107,-0.1,0.3,0.3,0.041
G,Sun Yue,2007,79.75,80.75,212,81,105,5.1,,,29,134,34,139,9,10.68,3.45,42,40,2009,23,10,0,28,3,11,0.273,0,6,0,3,5,0.6,0,0,,0,0,0,2,1,1,3,10,6,-8.6,0.273,0.273,0,0.545,0,0,0,9.8,1.8,2.8,21.4,22,53,108,-0.2,0,-0.1,-0.226
G,Taurean Green,2007,71.75,72.75,173,74.25,96,4.6,,,29,125,32.5,128.5,8,11.3,3.26,40,52,2008,21,17,0,74,7,25,0.28,2,11,0.182,5,14,0.357,11,12,0.917,0,10,10,11,2,0,9,5,27,7,0.446,0.32,0.48,0.44,0,14.9,7.6,22.3,1.4,0,22.9,24.3,84,109,-0.2,0.1,-0.1,-0.066
F,Thaddeus Young,2007,77.75,79.5,210,83.5,106,4.9,,,34.5,140.5,37,143,13,11.06,3.19,7,12,2008,19,74,22,1554,264,490,0.539,6,19,0.316,258,471,0.548,76,103,0.738,120,192,312,58,73,8,64,126,610,16.5,0.57,0.545,0.21,0.039,9.1,14.8,11.9,6.2,2.5,0.4,10.7,17.4,115,106,2.6,2,4.5,0.14
,Torrell Martin,2007,76,77,199,79.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Trey Johnson,2007,75.75,77.75,216,77,98,5.4,,,26.5,124.5,35,133,18,11.78,3.31,25,No,2009,24,4,0,14,0,5,0,0,0,,0,5,0,4,4,1,0,1,1,0,0,0,1,4,4,-9.3,0.296,0,0.8,0,0,8.2,4.3,0,0,0,12.9,26.2,62,109,-0.1,0,-0.1,-0.205
,Valdas Vasylius,2007,79,79.25,215,79.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Warren Carter,2007,79.5,81,211,85,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Yi Jianlian,2007,83,84.25,246,87.5,,3.4,,,,,38,,,,,,6,2008,20,66,49,1647,219,520,0.421,6,21,0.286,213,499,0.427,122,145,0.841,106,238,344,55,36,56,90,153,566,11.3,0.485,0.427,0.279,0.04,7.3,17.7,12.3,5.3,1.1,2.7,13.4,18.4,98,112,-0.1,0.9,0.7,0.022
G,Zabian Dowdell,2007,74,75,190,81.5,100,5.1,,,30,130,33.5,133.5,3,11.13,3.29,55,No,2011,26,24,0,292,51,125,0.408,3,10,0.3,48,115,0.417,16,17,0.941,5,15,20,51,20,2,29,30,121,11.7,0.457,0.42,0.136,0.08,2,5.9,4,27.7,3.5,0.5,18,25,91,109,-0.4,0.2,-0.1,-0.019
,A.J. Graves,2008,72,73.5,155,73.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aaron Bruce,2008,73.75,74.5,182,76,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adrian Banks,2008,74.5,75.5,183,75.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aleks Maric,2008,81.75,82.75,273,85,109.5,10.1,,,23,132.5,28,137.5,15,11.76,3.35,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alex Harris,2008,76.5,77.5,191,81.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andrew Lavender,2008,66.75,68.5,159,73,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anthony King,2008,79,81.75,238,87.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Anthony Morrow,2008,77.5,78.5,207,82.5,,,,,,,,,,,,,No,2009,23,67,17,1515,255,534,0.478,86,184,0.467,169,350,0.483,80,92,0.87,78,121,199,80,36,12,52,130,676,14.7,0.588,0.558,0.172,0.345,5.6,8.7,7.1,8.2,1.2,0.5,8.3,17.7,119,117,3,0,3,0.096
F,Anthony Randolph,2008,81,82.25,197,87,109,4.7,,,29,138,35,144,7,11.86,3.26,,14,2009,19,63,22,1129,199,431,0.462,0,4,0,199,427,0.466,101,141,0.716,128,235,363,49,42,74,80,141,499,16.9,0.506,0.462,0.327,0.009,12.4,22.6,17.5,6.8,1.8,4.5,14,21.7,102,108,0.4,1.2,1.6,0.069
,Arizona Reid,2008,75.5,76.25,196,78,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bo McCalebb,2008,70.5,71.5,182,74.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Butch,2008,82.75,83.75,235,83.5,108,10.8,,,24,132,26.5,134.5,9,11.87,3.52,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Laing,2008,75.5,77,229,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Brian Roberts,2008,73,74.5,174,73.5,95,3.6,,,31.5,126.5,36.5,131.5,10,10.65,3.05,,No,2013,27,78,5,1324,213,511,0.417,59,153,0.386,154,358,0.43,70,77,0.909,17,80,97,219,37,3,71,108,555,14.6,0.509,0.475,0.151,0.299,1.5,7.3,4.4,28.2,1.5,0.2,11.5,21.6,109,113,2,0.2,2.2,0.078
C,Brook Lopez,2008,83.25,84.5,256,89.5,113,6.3,,,27.5,140.5,30.5,143.5,7,12.77,3.57,,10,2009,20,82,75,2501,448,844,0.531,0,2,0,448,842,0.532,172,217,0.793,225,440,665,86,44,151,147,257,1068,17.9,0.568,0.531,0.257,0.002,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,110,108,3.2,2.7,5.8,0.112
,Bryant Dunston,2008,78.75,80,241,87,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bryce Taylor,2008,74.75,76.25,210,81,99.5,8.3,,,34.5,134,41,140.5,16,11.08,3.19,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charles Rhodes,2008,80,81.25,238,84,107.5,10.7,,,26.5,134,33.5,141,14,11.51,3.13,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charron Fisher,2008,74.5,75.75,252,81.25,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Daniels,2008,81.5,82.75,258,86,109,16.1,,,26,135,28.5,137.5,11,12.72,3.56,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Lofton,2008,73,74.25,195,75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cliff Hammonds,2008,72.25,74.5,200,82,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,D.J. Augustin,2008,70,71.5,172,75.5,94.5,8.1,,,28.5,123,35,129.5,2,11.27,3.07,,9,2009,21,72,12,1908,267,621,0.43,108,246,0.439,159,375,0.424,208,233,0.893,17,116,133,250,42,2,119,140,850,14.9,0.587,0.517,0.375,0.396,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,115,110,3.6,1.5,5.1,0.128
F,Darnell Jackson,2008,79,79.75,241,83.25,106.5,12.5,,,27,133.5,31,137.5,11,11.75,3.26,,52,2009,23,51,2,430,37,86,0.43,0,2,0,37,84,0.44,24,35,0.686,32,55,87,8,10,4,14,77,98,7.2,0.483,0.43,0.407,0.023,9.2,14.7,12,2.7,1.3,0.7,12.1,12.7,105,104,0.2,0.7,0.8,0.094
F,Darrell Arthur,2008,79.5,80.5,216,82.75,107,7.3,,,28.5,135.5,30,137,12,12.18,3.14,,27,2009,20,76,64,1464,191,436,0.438,0,2,0,191,434,0.44,40,60,0.667,108,238,346,43,52,52,47,206,422,11.3,0.456,0.438,0.138,0.005,8.9,20.3,14.5,5,1.9,2.9,9.2,16.3,99,107,-0.1,1.8,1.7,0.055
,David Gomez,2008,78.5,79.5,236,85.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Padgett,2008,82.25,83.5,240,85,109.5,9,,,24,133.5,28,137.5,17,12.45,3.45,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davon Jefferson,2008,77.25,78.5,213,81.5,105,12,,,27,132,32,137,2,12.02,3.36,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DeAndre Jordan,2008,81.75,83,250,90,113.5,7.5,,,26,139.5,30.5,144,8,12.3,3.27,,35,2009,20,53,13,771,93,147,0.633,0,0,,93,147,0.633,42,109,0.385,72,165,237,11,11,59,41,96,228,14.1,0.585,0.633,0.741,0,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,105,107,0.4,0.9,1.3,0.079
G,DeMarcus Nelson,2008,73,74.25,196,82,98.5,4.5,,,34.5,133,38.5,137,19,10.54,3.13,,No,2009,23,13,5,171,24,54,0.444,0,3,0,24,51,0.471,5,14,0.357,6,18,24,13,9,2,15,24,53,6.5,0.44,0.444,0.259,0.056,3.8,11.4,7.6,11.3,2.6,0.8,20,18.8,82,113,-0.3,0.1,-0.3,-0.071
,DeVon Hardin,2008,81.5,82.75,235,87,109.5,5.8,,,29.5,139,32,141.5,20,11.49,3.33,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Demetric Bennett,2008,75.75,76.5,216,78.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deron Washington,2008,78,79.25,194,81,102.5,7.2,,,34,136.5,40,142.5,7,11.03,3.09,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Derrick Low,2008,73.25,74,195,73.75,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Derrick Rose,2008,73.5,74.5,196,80,98.5,4.6,,,34.5,133,40,138.5,10,11.69,3.05,,1,2009,20,81,80,3000,574,1208,0.475,16,72,0.222,558,1136,0.491,197,250,0.788,96,221,317,512,66,18,202,125,1361,16,0.516,0.482,0.207,0.06,3.7,8.4,6.1,28.8,1.1,0.4,13.3,22.6,108,113,3.4,1.5,4.9,0.078
,Dion Dowell,2008,77.25,78.5,207,81,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dominique Kirk,2008,74.5,75.75,180,77,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Donte Greene,2008,80.25,81,221,82,108,7.6,,,27.5,135.5,31.5,139.5,2,11.21,3.2,,28,2009,20,55,4,725,77,236,0.326,26,100,0.26,51,136,0.375,29,34,0.853,19,67,86,30,16,14,37,68,209,5.2,0.416,0.381,0.144,0.424,3,10.9,6.9,6.4,1.1,1.4,12.8,17.8,84,116,-1.2,0.1,-1.1,-0.074
,Drew Neitzel,2008,71.75,72.75,176,74.5,95,6.2,,,25.5,120.5,32,127,10,11.19,3.2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dwayne Curtis,2008,79.5,80.5,276,84.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Eric Gordon,2008,74,75.25,222,81,99,8.2,,,32,131,40,139,15,10.81,3.01,,7,2009,20,78,65,2677,411,901,0.456,131,337,0.389,280,564,0.496,299,350,0.854,45,156,201,215,78,35,164,172,1252,14.9,0.593,0.529,0.388,0.374,1.9,6.9,4.3,13.6,1.5,1,13.5,20.7,112,115,3.9,0.7,4.6,0.082
,Folarin Campbell,2008,74.75,76,219,80,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frank Elegar,2008,80.25,81.5,214,88,106,4.5,,,33.5,139.5,37.5,143.5,11,11.86,3.17,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Gary Forbes,2008,77.5,78.5,216,82.75,104.5,6.5,,,27.5,132,33.5,138,13,11.45,3.25,,No,2011,25,63,11,791,124,273,0.454,19,58,0.328,105,215,0.488,59,87,0.678,28,88,116,49,23,6,46,77,326,11.7,0.524,0.489,0.319,0.212,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,101,109,0.3,0.7,0.9,0.055
,Gavin Grant,2008,79.5,81,211,81.5,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,George Hill,2008,73.25,74.5,181,81,97.5,3,,,34,131.5,37.5,135,9,12.2,3.07,,26,2009,22,77,7,1270,150,372,0.403,24,73,0.329,126,299,0.421,114,146,0.781,30,128,158,136,45,21,74,150,438,11.6,0.502,0.435,0.392,0.196,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,101,104,0.2,2,2.1,0.08
